IN_SABATISTA,NU_NOTA_COMP3,Q002,TP_STATUS_REDACAO,NU_IDADE,TP_NACIONALIDADE,NU_NOTA_LC,Q006,Q024,NU_NOTA_COMP2,Q001,TP_SEXO,TP_LINGUA,TP_ESCOLA,Q047,IN_CEGUEIRA,NU_NOTA_CN,TP_COR_RACA,Q025,NU_NOTA_COMP4,IN_IDOSO,TP_PRESENCA_LC,TP_ST_CONCLUSAO,NU_NOTA_REDACAO,TP_PRESENCA_MT,NU_NOTA_CH,IN_BAIXA_VISAO,IN_DISCALCULIA,NU_NOTA_COMP1,IN_SURDEZ,SG_UF_RESIDENCIA,IN_DISLEXIA,TP_PRESENCA_CN,TP_PRESENCA_CH,NU_NOTA_COMP5,Q026,TP_ANO_CONCLUIU,IN_GESTANTE,IN_TREINEIRO
0,80.0,C,1.0,16,1,451.8,B,A,120.0,C,F,0,1,A,0,494.4,1,A,80.0,0,1,3,420.0,1,472.5,0,0,120.0,0,AM,0,1,1,20.0,A,0,0,1
0,80.0,B,1.0,23,1,451.1,C,B,80.0,D,M,1,1,A,0,441.7,2,B,80.0,0,1,4,460.0,1,426.2,0,0,100.0,0,BA,0,1,1,120.0,B,0,0,0
0,0.0,B,0.0,24,1,0.0,B,A,0.0,D,F,1,1,A,0,0.0,3,B,0.0,0,0,1,0.0,0,0.0,0,0,0.0,0,AM,0,0,0,0.0,B,6,0,0
0,0.0,E,0.0,24,1,0.0,B,B,0.0,H,F,1,1,A,0,0.0,3,B,0.0,0,0,1,0.0,0,0.0,0,0,0.0,0,GO,0,0,0,0.0,C,6,0,0
0,120.0,E,1.0,17,1,526.4,C,A,120.0,E,F,0,2,A,0,433.7,3,A,120.0,0,1,2,600.0,1,519.6,0,0,140.0,0,PA,0,1,1,100.0,B,0,0,0
0,120.0,C,1.0,16,1,533.0,A,A,120.0,C,M,1,1,A,0,431.2,2,A,120.0,0,1,3,540.0,1,413.3,0,0,120.0,0,MG,0,1,1,60.0,A,0,0,1
0,0.0,B,0.0,25,1,0.0,B,A,0.0,B,F,1,1,A,0,0.0,1,A,0.0,0,0,3,0.0,0,0.0,0,0,0.0,0,GO,0,0,0,0.0,B,0,0,0
0,0.0,E,0.0,16,1,0.0,B,A,0.0,G,M,1,1,A,0,0.0,3,A,0.0,0,0,3,0.0,0,0.0,0,0,0.0,0,CE,0,0,0,0.0,A,0,0,1
0,120.0,E,1.0,18,1,438.2,F,A,120.0,E,F,1,1,A,0,467.7,1,B,140.0,0,1,1,560.0,1,554.9,0,0,140.0,0,SC,0,1,1,40.0,B,1,0,0
0,0.0,B,0.0,17,1,0.0,C,A,0.0,B,F,0,2,A,0,0.0,2,A,0.0,0,0,2,0.0,0,0.0,0,0,0.0,0,MG,0,0,0,0.0,A,0,0,0
0,0.0,A,0.0,25,1,0.0,B,A,0.0,B,F,0,1,A,0,0.0,3,B,0.0,0,0,1,0.0,0,0.0,0,0,0.0,0,PA,0,0,0,0.0,A,7,0,0
0,100.0,D,1.0,20,1,514.5,B,B,120.0,B,M,1,1,A,0,441.9,2,B,120.0,0,1,1,600.0,1,524.0,0,0,120.0,0,CE,0,1,1,140.0,C,1,0,0
0,120.0,F,1.0,16,1,501.8,B,B,120.0,D,M,0,1,A,0,499.7,3,A,120.0,0,1,3,600.0,1,459.0,0,0,120.0,0,CE,0,1,1,120.0,A,0,0,1
0,100.0,D,1.0,17,1,531.8,C,B,120.0,D,M,1,1,A,0,530.4,1,B,120.0,0,1,3,520.0,1,576.4,0,0,120.0,0,BA,0,1,1,60.0,A,0,0,1
0,0.0,B,0.0,26,1,0.0,B,A,0.0,B,M,1,1,A,0,0.0,3,A,0.0,0,0,1,0.0,0,0.0,0,0,0.0,0,MG,0,0,0,0.0,C,3,0,0
0,80.0,E,1.0,18,1,474.1,C,B,80.0,E,F,0,2,A,0,436.7,3,B,100.0,0,1,2,380.0,1,369.6,0,0,120.0,0,MG,0,1,1,0.0,A,0,0,0
0,0.0,H,0.0,19,0,0.0,B,A,0.0,H,M,1,1,A,0,0.0,0,A,0.0,0,0,3,0.0,0,0.0,0,0,0.0,0,CE,0,0,0,0.0,A,0,0,0
0,80.0,G,1.0,18,1,482.3,G,C,100.0,C,F,1,2,A,0,465.6,1,B,100.0,0,1,2,440.0,1,481.0,0,0,120.0,0,GO,0,1,1,40.0,A,0,0,0
0,0.0,B,0.0,19,1,0.0,B,A,0.0,C,F,1,2,A,0,0.0,3,A,0.0,0,0,2,0.0,0,0.0,0,0,0.0,0,PI,0,0,0,0.0,A,0,0,0
0,0.0,A,0.0,48,1,0.0,B,A,0.0,A,F,1,1,A,0,0.0,1,B,0.0,0,0,1,0.0,0,0.0,0,0,0.0,0,PE,0,0,0,0.0,B,10,0,0
0,80.0,D,1.0,20,1,418.5,C,A,80.0,D,M,1,1,A,0,502.0,3,A,100.0,0,1,1,340.0,1,359.1,0,0,80.0,0,MG,0,1,1,0.0,C,3,0,0
0,80.0,B,1.0,24,1,532.0,C,A,80.0,C,F,1,1,A,0,453.7,3,A,120.0,0,1,1,440.0,1,394.1,0,0,120.0,0,SP,0,1,1,40.0,B,6,0,0
0,80.0,C,1.0,22,1,423.8,E,A,60.0,C,M,1,1,A,0,458.6,0,A,80.0,0,1,4,380.0,1,480.9,0,0,80.0,0,PR,0,1,1,80.0,C,0,0,0
0,0.0,D,0.0,23,2,0.0,G,C,0.0,B,M,1,1,A,0,0.0,3,B,0.0,0,0,1,0.0,0,0.0,0,0,0.0,0,RO,0,0,0,0.0,C,2,0,0
0,80.0,B,1.0,26,1,525.7,C,B,80.0,B,M,0,1,A,0,479.0,2,B,120.0,0,1,1,480.0,1,577.4,0,0,120.0,0,SP,0,1,1,80.0,B,2,0,0
0,0.0,G,0.0,24,1,0.0,B,C,0.0,B,M,1,1,A,0,486.9,2,B,0.0,0,0,1,0.0,0,542.8,0,0,0.0,0,RN,0,1,1,0.0,B,7,0,0
0,0.0,B,0.0,24,1,0.0,D,A,0.0,B,M,1,1,A,0,384.4,1,B,0.0,0,0,1,0.0,0,446.7,0,0,0.0,0,RO,0,1,1,0.0,C,6,0,0
0,0.0,B,0.0,24,2,0.0,B,A,0.0,B,F,1,1,A,0,0.0,3,A,0.0,0,0,1,0.0,0,0.0,0,0,0.0,0,MG,0,0,0,0.0,B,4,0,0
0,0.0,C,0.0,30,1,0.0,D,B,0.0,A,F,0,1,A,0,0.0,1,B,0.0,0,0,1,0.0,0,0.0,0,0,0.0,0,RS,0,0,0,0.0,A,10,0,0
0,80.0,B,1.0,18,1,431.1,F,C,80.0,E,F,1,2,A,0,485.5,1,B,80.0,0,1,2,360.0,1,565.3,0,0,120.0,0,SP,0,1,1,0.0,C,0,0,0
0,40.0,C,1.0,27,1,481.6,B,A,40.0,E,M,1,2,A,0,428.0,3,B,0.0,0,1,2,120.0,1,446.5,0,0,40.0,0,PI,0,1,1,0.0,C,0,0,0
0,120.0,H,1.0,19,1,550.3,F,C,120.0,H,M,1,2,A,0,519.7,3,B,120.0,0,1,2,520.0,1,597.5,0,0,120.0,0,RS,0,1,1,40.0,C,0,0,0
0,0.0,E,0.0,21,1,0.0,C,B,0.0,C,F,0,1,A,0,0.0,3,B,0.0,0,0,1,0.0,0,0.0,0,0,0.0,0,ES,0,0,0,0.0,C,4,0,0
0,0.0,A,0.0,26,1,0.0,G,A,0.0,A,F,1,1,A,0,0.0,3,A,0.0,0,0,1,0.0,0,0.0,0,0,0.0,0,SP,0,0,0,0.0,C,8,0,0
0,100.0,D,1.0,28,1,590.5,F,C,100.0,E,M,0,1,B,0,519.4,0,B,120.0,0,1,1,520.0,1,591.8,0,0,120.0,0,GO,0,1,1,80.0,B,8,0,0
0,0.0,A,0.0,57,1,0.0,E,B,0.0,A,M,1,1,A,0,0.0,1,B,0.0,0,0,1,0.0,0,0.0,0,0,0.0,0,RJ,0,0,0,0.0,C,10,0,0
0,140.0,C,1.0,25,1,586.0,E,B,140.0,D,F,0,1,A,0,421.4,3,B,160.0,0,1,1,720.0,1,585.5,0,0,140.0,0,SP,0,1,1,140.0,C,7,0,0
0,0.0,C,0.0,17,1,0.0,B,B,0.0,C,F,0,1,A,0,0.0,1,A,0.0,0,0,3,0.0,0,0.0,0,0,0.0,0,BA,0,0,0,0.0,A,0,0,1
0,120.0,D,1.0,17,1,411.1,C,A,120.0,H,F,1,2,A,0,402.8,3,A,120.0,0,1,2,600.0,1,518.3,0,0,120.0,0,PI,0,1,1,120.0,C,0,0,0
0,60.0,E,1.0,45,1,443.3,B,B,60.0,E,M,0,1,A,0,386.2,2,B,80.0,0,1,1,300.0,1,345.2,0,0,80.0,0,BA,0,1,1,20.0,B,1,0,0
0,120.0,C,1.0,17,1,443.4,M,B,120.0,F,F,0,2,A,0,405.5,1,B,160.0,0,1,2,720.0,1,520.6,0,0,160.0,0,RJ,0,1,1,160.0,A,0,0,0
0,120.0,B,1.0,19,1,544.3,D,B,120.0,H,F,0,1,A,0,415.9,1,B,140.0,0,1,1,660.0,1,478.4,0,0,120.0,0,MG,0,1,1,160.0,A,1,0,0
0,200.0,G,1.0,20,1,569.8,H,B,160.0,C,F,1,1,D,0,540.9,1,B,200.0,0,1,1,840.0,1,632.1,0,0,160.0,0,CE,0,1,1,120.0,B,4,0,0
0,0.0,B,0.0,21,1,0.0,C,A,0.0,B,M,0,1,A,0,0.0,3,A,0.0,0,0,1,0.0,0,0.0,0,0,0.0,0,BA,0,0,0,0.0,A,1,0,0
0,120.0,H,1.0,21,1,457.2,B,A,120.0,A,M,1,1,A,0,416.4,3,A,120.0,0,1,1,600.0,1,572.5,0,0,120.0,0,CE,0,1,1,120.0,A,1,0,0
0,120.0,H,1.0,17,1,540.1,C,C,120.0,B,M,0,2,A,0,390.3,1,B,120.0,0,1,2,520.0,1,524.3,0,0,120.0,0,SP,0,1,1,40.0,A,0,0,0
0,80.0,B,1.0,19,1,566.4,C,B,80.0,E,M,1,1,A,0,453.3,1,B,120.0,0,1,1,460.0,1,564.8,0,0,120.0,0,RS,0,1,1,60.0,B,2,0,0
0,80.0,D,1.0,16,1,440.7,B,A,80.0,E,F,1,1,A,0,417.5,3,A,100.0,0,1,3,380.0,1,480.3,0,0,80.0,0,CE,0,1,1,40.0,A,0,0,1
0,140.0,B,1.0,17,1,591.7,G,B,160.0,C,F,1,3,D,0,409.4,3,B,160.0,0,1,2,760.0,1,628.9,0,0,160.0,0,SE,0,1,1,140.0,A,0,0,0
0,0.0,E,0.0,36,1,0.0,B,B,0.0,H,M,1,1,A,0,0.0,2,B,0.0,0,0,1,0.0,0,0.0,0,0,0.0,0,CE,0,0,0,0.0,B,10,0,0
0,0.0,B,0.0,24,1,0.0,D,B,0.0,D,F,1,1,A,0,0.0,3,A,0.0,0,0,1,0.0,0,0.0,0,0,0.0,0,RN,0,0,0,0.0,C,6,0,0
0,160.0,F,1.0,35,1,513.5,I,B,180.0,F,F,1,1,B,0,644.1,3,B,180.0,0,1,1,800.0,1,586.4,0,0,160.0,0,PE,0,1,1,120.0,C,10,0,0
0,80.0,C,1.0,26,0,440.1,D,D,60.0,C,F,1,1,A,0,428.7,2,B,60.0,0,1,1,320.0,1,451.4,0,0,100.0,0,SE,0,1,1,20.0,C,8,0,0
0,100.0,C,1.0,17,1,446.2,B,A,120.0,D,F,0,2,B,0,449.8,3,A,80.0,0,1,2,460.0,1,471.5,0,0,100.0,0,PE,0,1,1,60.0,A,0,0,0
0,80.0,E,1.0,17,1,515.1,E,B,100.0,E,M,1,2,A,0,466.2,1,B,80.0,0,1,2,400.0,1,554.6,0,0,80.0,0,SP,0,1,1,60.0,A,0,0,0
0,40.0,B,1.0,16,1,423.0,E,A,40.0,B,F,0,1,A,0,432.4,1,A,40.0,0,1,3,240.0,1,388.2,0,0,80.0,0,MG,0,1,1,40.0,C,0,0,1
0,100.0,E,1.0,19,1,546.1,D,B,120.0,C,F,1,1,A,0,500.9,3,B,120.0,0,1,1,560.0,1,560.6,0,0,140.0,0,PE,0,1,1,80.0,A,2,0,0
0,0.0,A,0.0,30,1,0.0,C,A,0.0,B,F,0,1,A,0,0.0,3,A,0.0,0,0,1,0.0,0,0.0,0,0,0.0,0,RJ,0,0,0,0.0,C,10,0,0
0,120.0,F,1.0,32,1,579.4,B,C,120.0,C,M,1,1,B,0,537.0,1,B,140.0,0,1,1,560.0,1,657.4,0,0,120.0,0,RS,0,1,1,60.0,B,9,0,0
0,120.0,C,1.0,17,1,408.2,C,B,120.0,E,F,1,2,A,0,481.3,3,B,100.0,0,1,2,580.0,1,539.0,0,0,120.0,0,PR,0,1,1,120.0,B,0,0,0
0,160.0,E,1.0,18,1,560.4,H,D,160.0,C,F,1,1,D,0,503.7,1,B,140.0,0,1,1,740.0,1,615.3,0,0,160.0,0,MG,0,1,1,120.0,A,1,0,0
0,0.0,G,0.0,20,1,0.0,M,B,0.0,E,F,0,1,D,0,0.0,1,B,0.0,0,0,1,0.0,0,0.0,0,0,0.0,0,SP,0,0,0,0.0,A,3,0,0
0,80.0,D,1.0,19,1,520.1,D,A,120.0,C,F,1,1,A,0,537.8,1,A,120.0,0,1,1,560.0,1,544.9,0,0,120.0,0,MG,0,1,1,120.0,A,1,0,0
0,80.0,E,1.0,15,1,441.1,C,B,80.0,C,F,1,1,D,0,505.3,1,B,80.0,0,1,3,320.0,1,466.6,0,0,80.0,0,PI,0,1,1,0.0,A,0,0,1
0,120.0,E,1.0,22,1,547.2,C,B,120.0,E,F,0,1,A,0,538.3,1,B,120.0,0,1,1,560.0,1,533.8,0,0,120.0,0,TO,0,1,1,80.0,B,2,0,0
0,0.0,D,0.0,16,1,0.0,B,A,0.0,D,F,0,1,A,0,0.0,1,A,0.0,0,0,3,0.0,0,0.0,0,0,0.0,0,MG,0,0,0,0.0,A,0,0,1
1,0.0,G,0.0,21,1,0.0,G,D,0.0,G,F,1,1,A,0,0.0,3,B,0.0,0,0,1,0.0,0,0.0,0,0,0.0,0,MT,0,0,0,0.0,A,5,0,0
1,140.0,B,1.0,17,1,550.3,B,B,160.0,C,F,1,2,A,0,449.4,3,B,120.0,0,1,2,720.0,1,611.1,0,0,140.0,0,ES,0,1,1,160.0,A,0,0,0
0,0.0,D,0.0,20,1,0.0,C,A,0.0,B,M,0,1,A,0,0.0,1,B,0.0,0,0,1,0.0,0,0.0,0,0,0.0,0,MT,0,0,0,0.0,B,2,0,0
0,80.0,C,1.0,29,1,597.3,D,B,120.0,C,F,0,1,A,0,483.1,2,B,120.0,0,1,1,520.0,1,550.6,0,0,120.0,0,SP,0,1,1,80.0,C,10,0,0
0,0.0,C,0.0,40,1,0.0,B,A,0.0,C,F,0,1,A,0,0.0,1,B,0.0,0,0,1,0.0,0,0.0,0,0,0.0,0,SP,0,0,0,0.0,B,10,0,0
0,0.0,H,0.0,28,1,0.0,B,A,0.0,H,F,0,1,A,0,0.0,1,B,0.0,0,0,1,0.0,0,0.0,0,0,0.0,0,AL,0,0,0,0.0,B,4,0,0
0,100.0,E,1.0,25,1,480.4,C,A,100.0,E,M,0,1,A,0,461.2,1,B,80.0,0,1,4,440.0,1,514.3,0,0,100.0,0,PE,0,1,1,60.0,C,0,0,0
0,0.0,E,0.0,19,1,0.0,B,A,0.0,D,F,1,2,A,0,0.0,2,A,0.0,0,0,2,0.0,0,0.0,0,0,0.0,0,PE,0,0,0,0.0,A,0,0,0
0,80.0,B,1.0,17,1,414.2,C,A,100.0,B,M,1,2,A,0,484.6,3,A,100.0,0,1,2,420.0,1,520.9,0,0,100.0,0,CE,0,1,1,40.0,A,0,0,0
0,0.0,G,0.0,21,1,0.0,M,E,0.0,G,F,0,1,B,0,0.0,1,B,0.0,0,0,1,0.0,0,0.0,0,0,0.0,0,SP,0,0,0,0.0,A,3,0,0
0,20.0,B,1.0,20,1,393.2,C,A,40.0,C,M,1,2,A,0,514.9,3,A,40.0,0,1,2,160.0,1,348.2,0,0,60.0,0,CE,0,1,1,0.0,A,0,0,0
0,120.0,D,1.0,15,1,541.2,G,B,120.0,D,F,1,1,A,0,387.5,1,B,140.0,0,1,3,620.0,1,507.9,0,0,140.0,0,RO,0,1,1,100.0,A,0,0,1
0,120.0,F,1.0,16,1,512.3,Q,D,120.0,G,M,0,1,D,0,426.7,3,B,120.0,0,1,3,600.0,1,611.5,0,0,120.0,0,BA,0,1,1,120.0,A,0,0,1
0,100.0,E,1.0,18,1,610.4,F,B,80.0,E,M,1,2,A,0,505.8,1,B,80.0,0,1,2,420.0,1,619.3,0,0,120.0,0,RS,0,1,1,40.0,B,0,0,0
0,80.0,C,1.0,18,1,451.2,C,A,100.0,B,M,1,1,A,0,480.2,3,A,80.0,0,1,3,420.0,1,518.8,0,0,80.0,0,PA,0,1,1,80.0,A,0,0,1
0,100.0,F,1.0,18,1,539.0,B,A,100.0,E,M,1,2,A,0,566.5,1,A,120.0,0,1,2,560.0,1,609.0,0,0,120.0,0,MG,0,1,1,120.0,A,0,0,0
0,0.0,E,0.0,23,1,0.0,B,A,0.0,E,M,1,1,A,0,0.0,3,A,0.0,0,0,4,0.0,0,0.0,0,0,0.0,0,SP,0,0,0,0.0,B,0,0,0
0,160.0,E,1.0,17,1,488.2,B,A,140.0,D,F,1,2,A,0,501.1,3,A,120.0,0,1,2,660.0,1,595.8,0,0,120.0,0,PA,0,1,1,120.0,A,0,0,0
0,120.0,G,1.0,20,1,543.9,E,A,120.0,D,F,0,1,A,0,440.0,3,B,120.0,0,1,4,540.0,1,521.9,0,0,120.0,0,ES,0,1,1,60.0,A,0,0,0
0,80.0,C,1.0,17,1,461.5,E,D,80.0,B,F,0,2,A,0,422.5,1,B,80.0,0,1,2,400.0,1,446.7,0,0,100.0,0,PR,0,1,1,60.0,A,0,0,0
0,100.0,C,1.0,22,1,521.1,B,B,120.0,B,F,0,1,A,0,372.8,2,A,140.0,0,1,4,620.0,1,574.8,0,0,120.0,0,SP,0,1,1,140.0,B,0,0,0
0,0.0,B,0.0,32,1,0.0,C,B,0.0,H,F,1,1,A,0,0.0,3,B,0.0,0,0,1,0.0,0,0.0,0,0,0.0,0,MG,0,0,0,0.0,C,10,0,0
0,80.0,E,1.0,20,1,478.6,C,B,120.0,F,F,1,1,A,0,420.5,3,A,80.0,0,1,1,460.0,1,468.3,0,0,120.0,0,PA,0,1,1,60.0,A,1,0,0
0,0.0,E,0.0,15,1,0.0,E,B,0.0,E,F,1,1,D,0,481.4,3,B,0.0,0,0,3,0.0,0,622.5,0,0,0.0,0,RS,0,1,1,0.0,A,0,0,1
0,120.0,B,1.0,18,1,593.0,C,B,120.0,D,M,1,1,A,0,509.7,3,B,100.0,0,1,1,500.0,1,603.0,0,0,120.0,0,SP,0,1,1,40.0,A,1,0,0
0,0.0,C,0.0,17,1,0.0,B,A,0.0,C,F,1,2,A,0,0.0,3,A,0.0,0,0,2,0.0,0,0.0,0,0,0.0,0,SC,0,0,0,0.0,A,0,0,0
0,80.0,C,1.0,17,1,545.2,B,A,120.0,B,F,1,2,A,0,440.8,3,A,120.0,0,1,2,520.0,1,519.8,0,0,120.0,0,CE,0,1,1,80.0,A,0,0,0
0,100.0,F,1.0,29,1,490.7,G,B,120.0,E,F,1,1,A,0,375.6,1,A,120.0,0,1,1,500.0,1,397.9,0,0,120.0,0,RS,0,1,1,40.0,B,10,0,0
0,100.0,D,1.0,16,1,538.2,O,C,120.0,D,M,0,1,D,0,478.8,1,B,120.0,0,1,3,540.0,1,500.9,0,0,100.0,0,PR,0,1,1,100.0,A,0,0,1
0,140.0,C,1.0,22,1,485.3,D,A,160.0,E,F,0,1,A,0,404.6,3,A,140.0,0,1,1,640.0,1,421.1,0,0,120.0,0,MS,0,1,1,80.0,C,5,0,0
0,0.0,G,0.0,34,1,0.0,M,C,0.0,C,M,1,1,A,0,0.0,0,B,0.0,0,0,1,0.0,0,0.0,0,0,0.0,0,MG,0,0,0,0.0,C,10,0,0
0,0.0,H,0.0,18,1,0.0,C,B,0.0,H,F,1,2,A,0,0.0,3,B,0.0,0,0,2,0.0,0,0.0,0,0,0.0,0,CE,0,0,0,0.0,A,0,0,0
0,80.0,E,1.0,16,1,412.1,B,A,80.0,D,F,1,1,A,0,434.1,3,B,120.0,0,1,3,400.0,1,376.9,0,0,120.0,0,CE,0,1,1,0.0,A,0,0,1
0,120.0,G,1.0,17,1,608.6,K,C,120.0,G,F,1,3,D,0,604.1,1,B,120.0,0,1,2,580.0,1,615.9,0,0,120.0,0,PR,0,1,1,100.0,A,0,0,0
0,160.0,B,1.0,20,1,584.5,C,A,120.0,B,M,0,2,A,0,543.9,3,A,120.0,0,1,2,640.0,1,567.6,0,0,120.0,0,SE,0,1,1,120.0,A,0,0,0
0,140.0,E,1.0,23,1,565.9,D,A,120.0,C,F,0,1,A,0,485.2,1,B,160.0,0,1,1,620.0,1,569.9,0,0,160.0,0,SP,0,1,1,40.0,B,6,0,0
0,160.0,F,1.0,17,1,558.6,K,B,160.0,F,F,1,3,D,0,595.7,3,B,160.0,0,1,2,760.0,1,631.5,0,0,160.0,0,DF,0,1,1,120.0,A,0,0,0
0,120.0,E,1.0,19,1,441.8,G,B,120.0,D,F,1,1,A,0,508.6,1,B,100.0,0,1,1,560.0,1,449.2,0,0,120.0,0,SP,0,1,1,100.0,A,2,0,0
0,0.0,A,0.0,25,1,0.0,A,A,0.0,A,F,0,1,A,0,0.0,1,B,0.0,0,0,1,0.0,0,0.0,0,0,0.0,0,MG,0,0,0,0.0,B,9,0,0
0,120.0,B,1.0,22,1,440.6,C,B,140.0,B,F,1,1,A,0,427.5,3,B,120.0,0,1,1,580.0,1,371.5,0,0,120.0,0,PE,0,1,1,80.0,C,2,0,0
0,120.0,F,1.0,17,1,532.4,B,B,100.0,C,M,0,2,A,0,439.6,3,B,120.0,0,1,2,580.0,1,542.5,0,0,120.0,0,SP,0,1,1,120.0,A,0,0,0
0,0.0,E,0.0,38,1,0.0,B,A,0.0,E,F,1,1,B,0,0.0,3,A,0.0,0,0,1,0.0,0,0.0,0,0,0.0,0,PE,0,0,0,0.0,B,1,0,0
0,120.0,E,1.0,40,1,479.2,C,A,100.0,E,F,0,1,A,0,468.4,3,A,120.0,0,1,1,520.0,1,534.5,0,0,120.0,0,MA,0,1,1,60.0,C,6,0,0
0,120.0,E,1.0,17,1,535.3,D,A,140.0,E,F,0,2,A,0,509.9,3,A,120.0,0,1,2,620.0,1,584.3,0,0,120.0,0,PE,0,1,1,120.0,A,0,0,0
0,100.0,E,1.0,23,1,400.2,D,A,120.0,C,M,1,1,A,0,375.6,2,B,120.0,0,1,1,460.0,1,454.8,0,0,120.0,0,BA,0,1,1,0.0,C,3,0,0
0,120.0,E,1.0,18,1,526.7,C,A,120.0,B,F,0,1,A,0,474.3,1,A,140.0,0,1,1,620.0,1,535.0,0,0,140.0,0,MA,0,1,1,100.0,A,1,0,0
0,0.0,C,0.0,21,1,0.0,C,A,0.0,D,F,1,2,A,0,455.9,3,B,0.0,0,0,2,0.0,0,446.5,0,0,0.0,0,SP,0,1,1,0.0,B,0,0,0
0,100.0,C,1.0,34,1,564.8,C,A,120.0,C,F,0,1,A,0,457.5,3,A,120.0,0,1,1,560.0,1,600.5,0,0,120.0,0,PA,0,1,1,100.0,C,9,0,0
0,100.0,B,1.0,34,1,592.5,C,A,120.0,D,F,0,1,A,0,470.1,1,B,120.0,0,1,1,520.0,1,595.6,0,0,120.0,0,SC,0,1,1,60.0,B,10,0,0
0,80.0,H,1.0,18,1,448.5,B,A,80.0,H,F,1,2,A,0,397.5,3,B,60.0,0,1,2,300.0,1,510.5,0,0,40.0,0,CE,0,1,1,40.0,A,0,0,0
0,80.0,E,1.0,18,1,458.3,C,A,80.0,B,M,0,2,A,0,497.8,1,B,120.0,0,1,2,500.0,1,517.1,0,0,120.0,0,MA,0,1,1,100.0,A,0,0,0
0,160.0,D,1.0,17,1,564.2,B,A,160.0,C,F,0,1,A,0,515.7,3,A,160.0,0,1,3,760.0,1,537.1,0,0,120.0,0,CE,0,1,1,160.0,A,0,0,1
0,100.0,E,1.0,20,1,459.6,C,C,100.0,C,M,0,1,A,0,503.1,3,B,120.0,0,1,3,460.0,1,500.2,0,0,120.0,0,MS,0,1,1,20.0,B,0,0,0
0,80.0,D,1.0,22,1,496.7,C,A,100.0,B,M,1,1,A,0,390.9,1,A,100.0,0,1,3,420.0,1,472.2,0,0,120.0,0,ES,0,1,1,20.0,B,0,0,0
0,80.0,A,1.0,21,1,435.6,C,A,120.0,H,F,1,2,A,0,515.4,2,B,80.0,0,1,2,440.0,1,382.8,0,0,80.0,0,SE,0,1,1,80.0,A,0,0,0
0,120.0,B,1.0,45,1,541.4,C,C,120.0,B,M,0,1,A,0,418.2,3,B,120.0,0,1,1,580.0,1,527.4,0,0,160.0,0,PA,0,1,1,60.0,B,10,0,0
0,0.0,B,0.0,27,1,0.0,E,A,0.0,C,F,1,1,A,0,0.0,1,B,0.0,0,0,1,0.0,0,0.0,0,0,0.0,0,SP,0,0,0,0.0,B,8,0,0
0,120.0,E,1.0,20,1,532.0,C,A,140.0,B,F,1,1,A,0,439.9,1,A,160.0,0,1,1,680.0,1,482.2,0,0,160.0,0,RN,0,1,1,100.0,C,4,0,0
0,0.0,E,0.0,22,1,0.0,D,A,0.0,E,F,1,1,A,0,0.0,2,B,0.0,0,0,1,0.0,0,0.0,0,0,0.0,0,RJ,0,0,0,0.0,C,4,0,0
0,140.0,B,1.0,31,1,423.7,B,B,140.0,C,M,0,1,A,0,398.3,3,B,140.0,0,1,3,600.0,1,476.9,0,0,120.0,0,AM,0,1,1,60.0,B,0,0,0
0,40.0,E,1.0,18,1,481.4,I,B,40.0,E,M,0,2,A,0,457.0,1,B,60.0,0,1,2,220.0,1,543.5,0,0,80.0,0,SP,0,1,1,0.0,C,0,0,0
0,0.0,D,0.0,32,1,0.0,C,B,0.0,C,F,0,1,A,0,0.0,3,A,0.0,0,0,1,0.0,0,0.0,0,0,0.0,0,PA,0,0,0,0.0,B,10,0,0
0,160.0,G,1.0,18,1,601.5,O,E,160.0,D,F,0,1,D,0,655.0,1,B,180.0,0,1,1,820.0,1,644.0,0,0,160.0,0,SP,0,1,1,160.0,A,1,0,0
0,60.0,B,1.0,19,1,513.5,D,B,60.0,C,F,1,1,A,0,458.3,3,B,80.0,0,1,1,360.0,1,438.4,0,0,100.0,0,MG,0,1,1,60.0,C,2,0,0
0,100.0,B,1.0,17,1,440.2,B,A,100.0,B,F,0,2,A,0,365.6,2,A,100.0,0,1,2,380.0,1,448.2,0,0,80.0,0,BA,0,1,1,0.0,A,0,0,0
0,120.0,E,1.0,16,1,555.8,H,B,120.0,E,F,0,1,A,0,544.2,1,B,100.0,0,1,3,500.0,1,609.0,0,0,120.0,0,SC,0,1,1,40.0,A,0,0,1
0,80.0,H,1.0,24,1,450.8,B,A,80.0,H,F,1,2,A,0,436.7,1,B,120.0,0,1,2,440.0,1,498.9,0,0,120.0,0,CE,0,1,1,40.0,B,0,0,0
0,0.0,B,0.0,20,1,0.0,A,A,0.0,A,F,0,1,A,0,0.0,2,A,0.0,0,0,1,0.0,0,0.0,0,0,0.0,0,MG,0,0,0,0.0,B,1,0,0
0,80.0,E,1.0,17,1,480.8,B,A,100.0,H,F,1,3,D,0,379.6,3,A,140.0,0,1,2,500.0,1,523.3,0,0,120.0,0,PA,0,1,1,60.0,A,0,0,0
0,120.0,C,1.0,16,1,605.3,B,A,120.0,F,F,1,1,A,0,535.0,4,A,120.0,0,1,3,540.0,1,587.9,0,0,140.0,0,PE,0,1,1,40.0,A,0,0,1
0,120.0,E,1.0,44,1,588.4,B,A,120.0,D,F,0,1,A,0,503.4,1,A,140.0,0,1,1,600.0,1,542.7,0,0,120.0,0,AM,0,1,1,100.0,B,10,0,0
